id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
6762826441,42581,2,1,730,5040,1,0,0,3,6,730,0,1927,0,122064,52.7687,-114.564,790,5040,2,58,316000
6762826909,42581,3,2,1830,10873,1,0,0,3,8,1830,0,1989,0,122018,52.5366,-114.584,2490,8976,1,75,305000
6762827104,42581,4,2.5,2080,2999,2,0,0,3,8,2080,0,1998,0,122015,52.7209,-114.347,1630,3148,3,60,300000
6762827460,42581,3,1.75,1420,13187,1,0,0,4,7,1420,0,1974,0,122015,52.6908,-114.255,1620,13824,1,59,293000
6762827541,42581,6,4.5,2810,11214,1,0,0,3,8,2010,800,1958,0,122067,52.6345,-114.387,1940,8349,3,58,290000
6762827542,42581,3,2.5,2000,7414,2,0,0,4,7,2000,0,1993,0,122024,52.5808,-114.247,2000,7414,2,79,290000
6762827673,42581,3,1.75,1660,10440,1,0,0,3,7,1040,620,1978,0,122025,52.6748,-113.96,1240,10380,1,54,288000
6762828195,42581,3,1.5,1900,9737,1,0,0,4,7,1200,700,1968,0,122067,52.6425,-114.397,1670,9737,3,63,275000
6762828628,42581,3,2.25,1840,6750,1,0,0,4,7,1270,570,1980,0,122067,52.6375,-114.362,1750,7004,3,78,265000
6762828815,42581,2,1,820,6771,1,0,0,4,6,820,0,1918,0,122034,52.75,-114.544,1000,4440,2,61,260000
6762829968,42581,4,1.5,1520,8800,1,0,0,4,7,1520,0,1960,0,122072,52.5436,-114.398,1370,8800,1,54,230000
6762829969,42581,3,1.75,1140,1165,2,0,0,3,8,1140,0,2014,0,122059,52.7938,-114.485,1150,1552,1,54,230000
6762829970,42581,3,1.5,1040,1264,2,0,0,3,9,900,140,2015,0,122054,52.8251,-114.491,1350,3000,2,69,230000
6762830140,42581,3,2.25,2510,12013,2,0,0,3,8,2510,0,1988,0,122040,52.5773,-114.504,1870,8017,2,54,225000
6762830212,42581,3,1.5,1480,10588,1,0,0,3,7,1480,0,1957,0,122072,52.5172,-114.402,1370,10588,2,80,224000
6762830225,42581,3,2,1310,8440,1,0,0,5,6,1310,0,1951,0,122063,52.7303,-114.459,1790,10775,3,60,223000
6762830378,42581,3,1,1000,12000,1,0,0,3,7,1000,0,1959,0,122018,52.5621,-114.536,1490,14940,3,55,217000
6762830768,42581,3,1,1010,25277,1,0,0,5,5,1010,0,1961,0,122055,52.9542,-114.141,1570,213879,1,54,201000
6762830842,42581,3,1.5,1510,6600,1,0,0,3,6,1510,0,1938,0,122056,52.7121,-114.521,990,6600,3,53,199950
6762831099,42581,3,1.5,1280,4366,2,0,0,4,6,1280,0,1985,0,122072,52.565,-114.405,1280,4366,1,74,183000
6762831113,42581,2,1.5,1560,10807,1,0,0,2,7,1560,0,1949,0,122069,52.6744,-114.699,1660,196591,1,65,181000
6762831235,42581,3,1,970,4700,1,0,0,4,6,720,250,1943,0,122034,52.7585,-114.544,1560,4600,1,51,172000
6762831270,42581,2,1,790,7450,1,0,0,4,6,790,0,1944,0,122046,52.7043,-114.36,800,7450,3,56,169500
6762810109,42582,4,3,4190,8805,2.5,0,2,5,9,3490,700,1928,0,122047,52.8481,-114.474,3780,8558,2,63,2550000
6762810232,42582,4,4,4360,12081,2,0,0,3,10,4360,0,2007,0,122048,52.8677,-114.409,2180,10800,2,74,1980000
6762810453,42582,5,3.75,4270,7500,2,0,0,3,10,3210,1060,2014,0,122010,52.9145,-114.397,2410,8350,2,53,1600000
6762810719,42582,3,2,2070,9600,1,0,1,3,7,1590,480,1946,0,122071,52.846,-114.429,3000,16215,1,66,1350000
6762810785,42582,5,2.5,2770,8100,2,0,0,3,9,2770,0,2002,0,122048,52.8641,-114.398,2070,8100,1,54,1310000
6762810950,42582,3,2.5,3420,79279,2,0,0,3,11,3420,0,1990,0,122005,52.9525,-114.316,4240,40500,3,61,1230000
6762811164,42582,4,2.5,2660,11200,2,0,0,3,9,2660,0,1999,0,122048,52.8194,-114.387,3290,11275,2,56,1130000
6762811706,42582,4,2.5,2820,5934,1,0,3,5,9,1770,1050,1952,0,122009,52.8006,-114.593,2230,6000,3,63,960000
6762811995,42582,3,2.5,2979,17313,2,0,2,3,11,2979,0,1993,0,122027,52.7803,-114.308,3890,14797,1,74,912000
6762812534,42582,4,3.25,2720,4000,2,0,1,3,10,2070,650,2014,0,122051,52.7854,-114.457,1450,4000,1,62,846000
6762812872,42582,4,2.75,3010,10450,2,0,0,3,9,3010,0,1996,0,122005,52.9279,-114.302,3010,10530,3,68,810000
6762813020,42582,4,2.75,3110,6050,2,0,0,3,9,3110,0,2014,0,122005,52.935,-114.316,3590,6054,3,63,799990
6762813753,42582,4,2.5,3140,7260,2,0,0,3,8,2200,940,2004,0,122027,52.7964,-114.314,2860,8186,2,62,744000
6762813977,42582,4,2.5,2790,74495,2,0,0,3,9,2790,0,1997,0,122045,52.8928,-114.246,2790,24643,3,73,725500
6762814003,42582,4,1.75,2190,9400,1,0,0,4,7,1450,740,1962,0,122010,52.8831,-114.386,1980,9000,3,75,725000
6762814079,42582,2,1.5,1840,9000,1,0,2,3,8,1340,500,1957,0,122016,52.7581,-114.578,1880,7560,2,73,720000
6762814130,42582,3,3.5,2840,4468,3,0,0,3,10,2840,0,2006,0,122005,52.9369,-114.307,3040,5400,3,73,717550
6762814296,42582,4,2.75,2780,6207,2,0,0,3,8,2780,0,2001,0,122045,52.9167,-114.228,2660,5592,3,79,705000
6762814449,42582,5,2.5,3340,24755,2,0,0,3,10,3340,0,2002,0,122024,52.6865,-114.256,3420,23274,3,75,699000
6762814814,42582,4,2.5,2040,9225,1,0,0,5,8,1610,430,1968,0,122005,52.866,-114.287,1730,9225,2,57,675000
6762814874,42582,3,2.25,1520,5750,2,0,0,3,8,1400,120,1908,2006,122009,52.8087,-114.578,1420,5650,1,54,672600
6762814906,42582,4,2.5,2570,9086,2,0,0,3,9,2570,0,1999,0,122019,52.8673,-114.254,2760,6733,1,65,670000
6762815576,42582,4,1.75,2460,7560,2,0,0,4,8,2460,0,1952,0,122050,52.9556,-114.557,2760,8918,1,66,635000
6762816197,42582,3,1.75,1850,8823,1,0,0,4,8,1370,480,1973,0,122029,52.8679,-114.302,1880,7580,3,63,605000
6762816476,42582,3,2.5,2660,10637,2,0,0,3,9,2660,0,1991,0,122017,52.9683,-114.41,2590,8637,3,56,595000
6762816507,42582,4,2.25,2380,35008,1,0,0,3,8,2380,0,1977,0,122020,52.8134,-114.191,2250,34794,2,74,594950
6762816563,42582,3,2.75,2550,54014,2,0,0,4,8,1980,570,1967,0,122021,52.9896,-114.307,2180,21600,2,77,590000
6762817137,42582,4,1.75,2400,21196,1,0,0,5,8,1590,810,1956,0,122031,52.6582,-114.537,2200,19134,1,51,569000
6762817341,42582,3,3.5,2270,4088,2,0,0,3,8,1880,390,1996,0,122016,52.7656,-114.574,1760,5425,1,69,560000
6762817752,42582,3,2.25,1580,11680,1,0,0,4,7,1580,0,1958,0,122049,52.8172,-114.36,2270,10948,1,65,549800
6762817764,42582,5,2.5,1710,9720,2,0,0,4,8,1710,0,1974,0,122049,52.8203,-114.347,2270,9672,3,54,549000
6762819238,42582,3,1,1870,4984,1,0,0,3,7,1120,750,1955,0,122009,52.8071,-114.581,1650,5750,3,51,499950
6762819360,42582,4,2.25,2350,10072,2,0,0,3,8,2350,0,1980,0,122017,52.9928,-114.358,2210,9687,1,76,495000
6762819435,42582,3,1.75,1540,13002,1,0,0,2,8,1200,340,1984,0,122019,52.8531,-114.234,1620,10098,1,72,492450
6762819715,42582,3,2.5,1670,4308,2,0,0,3,8,1670,0,2001,0,122012,52.7607,-114.237,1670,2897,3,80,483500
6762820362,42582,4,2.5,1750,11381,1,0,0,4,7,1610,140,1947,0,122014,52.9725,-114.511,1080,11375,2,71,464500
6762820626,42582,3,1.75,1320,1014,3,0,0,3,9,1320,0,2015,0,122044,52.8347,-114.495,1380,1495,1,51,455000
6762820702,42582,3,2.5,1510,1618,2.5,0,0,3,8,1330,180,2011,0,122032,52.8815,-114.574,1350,1397,3,73,453000
6762821074,42582,4,2,2630,9099,1.5,0,0,3,7,1830,800,1944,2009,122052,52.7367,-114.551,1430,6825,3,57,445000
6762821177,42582,4,4,4168,8485,2,0,0,3,10,3222,946,2007,0,122018,52.5329,-114.577,4362,8100,2,66,442000
6762821410,42582,3,2.25,1130,1221,2,0,0,3,8,1030,100,2004,0,122007,52.9099,-114.565,1300,5000,2,71,437000
6762821475,42582,3,3,1440,4670,3.5,0,2,3,8,1440,0,2005,0,122028,52.8825,-114.535,1440,1350,1,78,435000
6762821476,42582,3,2.25,1740,8491,1,0,0,3,8,1240,500,1958,0,122050,53.0058,-114.569,2080,8494,2,80,435000
6762821611,42582,2,2,1370,4866,1,0,0,3,8,1370,0,2005,0,122045,52.934,-114.202,1365,4784,3,54,431500
6762821749,42582,4,2.5,2100,7920,1.5,0,0,4,6,1400,700,1916,0,122064,52.7593,-114.561,1230,7920,2,56,429000
6762822008,42582,3,2.5,1940,7415,2,0,0,3,8,1940,0,1965,0,122027,52.772,-114.366,1940,8425,1,72,423800
6762822244,42582,3,1,1100,4184,1,0,0,4,7,1100,0,1965,0,122016,52.7609,-114.572,1630,4366,1,52,416500
6762822298,42582,4,2.5,1160,16008,1,0,0,4,7,1160,0,1989,0,122014,52.9943,-114.485,1570,12645,1,77,415000
6762822299,42582,3,2.5,1610,3600,2,0,0,3,8,1610,0,2010,0,122021,53.001,-114.359,2210,3600,1,68,415000
6762822407,42582,3,1.75,1530,3200,1,0,0,3,6,1530,0,1942,2004,122064,52.746,-114.565,920,6300,3,73,412500
6762822484,42582,3,1.75,2000,7480,1,0,0,3,8,1320,680,1972,0,122050,53.0034,-114.549,2000,8610,1,60,410000
6762822567,42582,3,2.5,1470,1204,3,0,0,3,8,1470,0,2006,0,122007,52.9298,-114.556,1460,1245,1,72,408000
6762822645,42582,3,2.25,1590,7267,1,0,0,4,7,1100,490,1976,0,122038,52.9757,-114.522,2060,8336,2,79,405000
6762822646,42582,4,2.25,1970,15743,1,0,0,3,7,1370,600,1962,0,122017,52.9973,-114.392,2390,11336,1,78,405000
6762822647,42582,3,2.5,1500,9636,2,0,0,3,7,1500,0,1994,0,122017,52.98,-114.366,1700,9656,1,63,405000
6762822648,42582,3,2.5,1500,2314,2,0,0,3,7,1500,0,2005,0,122011,52.7837,-114.188,1440,2170,1,60,405000
6762822756,42582,4,1.75,2430,5481,1,0,0,3,8,1430,1000,1953,0,122059,52.7869,-114.488,2050,5508,1,64,402000
6762822830,42582,3,2.5,2120,3742,2,0,0,3,7,2120,0,2006,0,122015,52.7087,-114.319,2250,4696,2,76,400000
6762822831,42582,4,3.5,3350,9681,1,0,1,3,7,2140,1210,1980,0,122043,52.6278,-114.512,2580,9681,1,55,400000
6762823484,42582,4,1.5,2040,10726,1,0,0,3,7,1380,660,1954,0,122050,53.002,-114.548,1610,10020,2,61,385000
6762823756,42582,4,2.5,2260,5824,2,0,0,3,8,2260,0,2011,0,122024,52.5796,-114.232,2240,5561,3,57,379000
6762823860,42582,2,1,900,5413,1,0,0,3,7,900,0,1947,0,122022,52.9347,-114.497,1280,6380,3,64,375000
6762824506,42582,4,2.5,3010,5701,2,0,0,3,8,3010,0,2003,0,122035,52.5792,-114.342,3010,5772,1,78,359950
6762824536,42582,3,3,1320,1071,2,0,0,3,7,1080,240,2003,0,122054,52.8242,-114.486,1780,7715,2,79,359000
6762824732,42582,3,1.75,1260,12330,1,0,0,3,7,1260,0,1968,0,122021,52.9712,-114.285,1320,12800,1,68,354000
6762824874,42582,3,1,860,7030,1,0,0,3,7,860,0,1973,0,122033,52.9451,-114.401,1360,7500,1,74,350000
6762825547,42582,5,3,2240,19090,1,0,0,4,8,1700,540,1968,0,122046,52.6716,-114.339,2280,20000,2,70,335500
6762826023,42582,2,1,1080,5000,1,0,0,3,7,1080,0,1954,0,122034,52.7982,-114.549,1010,5000,1,63,325000
6762826270,42582,4,1.5,1100,11824,1,0,0,4,7,1100,0,1954,0,122027,52.8004,-114.331,1380,11796,2,78,320000
6762826442,42582,5,2.5,2600,4641,2,0,0,3,7,2600,0,2005,0,122046,52.6625,-114.336,2330,4589,1,55,316000
6762827260,42582,2,1,1040,169448,1,0,0,4,6,1040,0,1950,0,122051,52.7687,-114.467,1390,5897,2,74,299000
6762827620,42582,4,1.75,1500,8400,1,0,0,3,7,1200,300,1956,0,122070,52.6831,-114.463,1780,9913,2,69,289950
6762827731,42582,3,1.75,1770,9000,1,0,0,3,7,1090,680,1954,0,122056,52.7297,-114.516,1520,21141,3,59,286000
6762827775,42582,2,1,990,2446,2,0,0,3,7,990,0,1998,0,122054,52.8219,-114.487,1260,2805,2,61,285000
6762828196,42582,3,2.5,3020,5868,2,0,0,3,7,3020,0,2003,0,122023,52.5661,-114.365,2710,5470,2,67,275000
6762829473,42582,3,1,1370,6000,1,0,0,3,7,1370,0,1955,0,122052,52.7179,-114.529,1370,9520,3,60,245000
6762829971,42582,3,2,1710,5200,1,0,0,5,7,1030,680,1977,0,122035,52.5951,-114.284,1390,5200,3,56,230000
6762830986,42582,2,2.5,1100,1737,2,0,0,3,8,1100,0,2006,0,122042,52.6799,-114.379,1610,2563,2,53,190000
6762830987,42582,3,1.75,1350,7370,1,0,0,4,6,1350,0,1912,0,122051,52.7636,-114.468,1440,6000,3,63,190000
6762831168,42582,3,1,1100,5734,1,0,0,4,7,1100,0,1955,0,122065,52.5932,-114.364,1770,6050,2,57,178000
6762831344,42582,3,1.75,1610,7392,1,0,0,4,7,1610,0,1964,0,122039,52.5713,-114.47,1450,7392,3,69,160000
6762810897,42583,4,3.25,3160,5000,2,0,0,5,9,2360,800,1965,0,122004,52.8897,-114.464,2220,4000,3,70,1250000
6762817201,42583,3,2.5,1700,7210,2,0,0,5,7,1700,0,1966,0,122005,52.8988,-114.351,1700,7566,3,58,565000
6762825158,42583,2,1,860,8250,1,0,0,3,7,860,0,1940,0,122038,52.9432,-114.524,1780,11200,1,52,345000
6762829401,42583,3,2.5,1580,2170,2,0,0,3,7,1580,0,2003,0,122051,52.7718,-114.479,1610,1917,3,50,247800
6762831319,42583,2,2.5,1000,1092,2,0,0,3,7,990,10,2004,0,122051,52.7719,-114.461,1330,1466,1,51,163800
6762817961,42584,4,1,1360,5766,1.5,0,0,5,7,1360,0,1951,0,122006,52.9127,-114.479,1500,5704,3,52,540000
6762810023,42585,5,5.75,9200,35069,2,0,0,3,13,6200,3000,2001,0,122071,52.8589,-114.423,3560,24345,1,53,5570000
6762810644,42585,4,2.5,4040,9630,1,0,3,4,9,2020,2020,1951,0,122032,52.8708,-114.6,3160,8025,3,62,1400000
6762810929,42585,5,3.25,5790,13726,2,0,3,3,10,4430,1360,2014,0,122027,52.7688,-114.304,5790,13726,2,73,1240000
6762811486,42585,5,2.5,4670,15857,2,0,0,3,11,4670,0,1998,0,122019,52.86,-114.201,3810,14824,3,54,1000000
6762811811,42585,4,2.75,3160,37200,2,0,3,3,8,2310,850,1939,0,122022,52.9514,-114.475,3130,20000,1,56,942000
6762812106,42585,4,2.75,2890,5000,1.5,0,0,3,8,1990,900,1911,2014,122007,52.9068,-114.553,1080,3750,2,53,898500
6762812355,42585,5,3.25,3480,5414,2,0,0,3,9,3480,0,2014,0,122019,52.837,-114.243,3360,5398,1,74,864327
6762812575,42585,4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,122057,52.7678,-114.409,2770,10744,3,77,840000
6762812625,42585,4,3.25,3270,6027,2,0,0,3,10,3270,0,2001,0,122019,52.8646,-114.253,3270,6546,2,68,835000
6762812639,42585,5,1.5,3360,5225,2,0,0,3,9,3360,0,2014,0,122019,52.8372,-114.243,3230,5368,2,56,834995
6762812688,42585,5,3.25,3360,6120,2,0,0,3,9,3360,0,2014,0,122019,52.837,-114.243,3230,5398,3,64,829995
6762812825,42585,5,3.5,3500,10794,2,0,0,3,10,3500,0,1996,0,122020,52.8187,-114.164,3110,10837,2,50,815000
6762812898,42585,4,3.5,3660,4903,2,0,0,3,9,2760,900,2014,0,122033,52.9484,-114.346,3630,4992,2,73,809950
6762812907,42585,4,2.5,3480,6262,2,0,0,3,9,3480,0,2003,0,122045,52.9157,-114.235,3490,6629,3,68,808000
6762813100,42585,4,2.5,3250,8970,2,0,0,3,10,3250,0,1994,0,122020,52.8162,-114.227,3240,8449,2,66,791500
6762813150,42585,4,1.75,1580,9382,1,0,0,3,7,1080,500,1963,0,122071,52.8653,-114.422,2010,9382,3,74,787500
6762813209,42585,5,1,1760,4264,2,0,0,3,8,1760,0,1902,0,122047,52.8546,-114.502,2130,4264,2,65,780500
6762813299,42585,3,2.5,3010,74390,2,0,0,3,10,3010,0,1998,0,122045,52.8742,-114.189,3240,109771,2,62,775000
6762813403,42585,3,2.5,2660,10928,2,0,0,3,9,1830,830,1988,0,122027,52.7742,-114.331,2800,10025,3,63,768000
6762813488,42585,4,2.25,2500,8500,2,0,0,4,8,2500,0,1979,0,122027,52.7869,-114.341,2470,9100,2,75,760000
6762813622,42585,5,1.75,2850,11860,1,0,0,3,9,2850,0,1951,0,122014,52.9803,-114.47,2640,11604,3,74,750000
6762814557,42585,4,3.75,3210,7054,2,0,0,4,8,3210,0,1985,0,122005,52.9568,-114.293,2350,8020,2,58,690000
6762814704,42585,1,2.5,1820,3008,2,0,0,3,7,1090,730,1910,2004,122028,52.8829,-114.529,1860,3420,1,70,680000
6762814705,42585,3,2.25,2920,6300,1,0,0,3,8,1710,1210,1956,0,122050,52.9365,-114.56,1940,6300,1,72,680000
6762814882,42585,2,1.75,1600,5795,1.5,0,0,3,8,1600,0,1940,0,122004,52.9009,-114.466,2310,6301,3,59,672324
6762815950,42585,3,2.25,1650,946,3,0,0,3,8,1650,0,2014,0,122028,52.8836,-114.544,1570,1283,1,77,619000
6762815973,42585,3,2.5,3580,118047,1,0,0,3,9,3240,340,1992,0,122012,52.6753,-114.17,3240,123275,2,57,616500
6762816158,42585,4,2.5,3000,8100,2,0,0,3,8,3000,0,1992,0,122022,52.9451,-114.495,1550,8100,3,60,607500
6762816198,42585,4,2,1820,7626,1,0,0,5,7,990,830,1941,0,122028,52.9178,-114.532,1390,5904,2,68,605000
6762816753,42585,3,1.5,1800,10050,1,0,0,3,7,1800,0,1955,0,122029,52.8644,-114.316,1610,10050,1,74,583000
6762816804,42585,4,2.5,2150,5000,2,0,0,3,8,2150,0,2001,0,122006,52.9262,-114.504,2030,6380,1,70,580000
6762816805,42585,3,2.25,1480,1026,3,0,0,3,8,1480,0,2014,0,122028,52.8836,-114.544,1570,1283,3,63,580000
6762816865,42585,3,1,1590,5400,1,0,1,3,8,1280,310,1948,0,122051,52.7809,-114.451,2140,7161,2,58,579000
6762817046,42585,3,2.5,1920,3867,2,0,0,3,8,1920,0,2005,0,122011,52.7838,-114.184,2190,3841,3,58,571000
6762817067,42585,5,1.75,2510,9750,1.5,0,0,3,8,2510,0,1969,0,122005,52.8935,-114.339,1900,9750,3,75,570000
6762817439,42585,3,2.5,2750,35440,2,0,0,3,9,2750,0,1994,0,122025,52.7045,-113.913,2710,35440,1,55,556000
6762817520,42585,2,1,850,2340,1,0,0,3,7,850,0,1922,0,122004,52.9007,-114.518,1300,3000,1,58,553500
6762817609,42585,3,2.5,2920,169448,2.5,0,0,3,9,2920,0,1990,0,122068,52.4792,-114.165,2360,326097,2,50,550000
6762818053,42585,3,3.5,2500,4270,2,0,0,3,8,2500,0,2000,0,122008,52.766,-114.067,2420,4205,3,79,538500
6762818437,42585,4,2.5,2310,5573,2,0,0,4,9,2310,0,2003,0,122053,52.7497,-114.39,2310,6189,2,62,525000
6762819107,42585,3,1.75,1570,8530,1,0,0,4,7,1190,380,1983,0,122010,52.9181,-114.374,1530,8708,2,74,500000
6762819588,42585,3,2.5,1940,5660,2,0,0,3,8,1940,0,2001,0,122021,52.9811,-114.36,2110,4581,3,77,488000
6762819957,42585,3,2.5,1320,1310,3,0,0,3,8,1320,0,2006,0,122026,52.9019,-114.57,1350,1250,1,60,475000
6762820079,42585,3,2.5,2010,2212,2,0,0,3,8,1390,620,2014,0,122011,52.7823,-114.188,1690,1619,1,51,472217
6762820174,42585,4,2.5,2350,3800,2,0,0,3,8,2350,0,2014,0,122015,52.7083,-114.313,2670,4180,3,51,469995
6762820756,42585,3,2.5,2050,4876,2,0,0,3,8,2050,0,2005,0,122021,53.0046,-114.348,2320,4065,3,65,451000
6762820809,42585,3,2.25,1610,8296,2,0,0,3,8,1610,0,1978,0,122006,52.93,-114.487,1610,8288,2,74,450000
6762820810,42585,2,1,1180,10720,1,0,0,4,7,1180,0,1955,0,122030,52.8193,-114.325,1420,10750,2,77,450000
6762821139,42585,2,1,1330,4140,1,0,0,4,7,930,400,1919,1940,122006,52.9102,-114.496,1410,5100,3,77,443500
6762821178,42585,4,1.5,1360,6110,1,0,0,3,7,1010,350,1955,0,122009,52.8055,-114.586,1520,6110,1,76,442000
6762821242,42585,4,2.5,2800,28254,2,0,0,3,9,2800,0,2001,0,122024,52.5852,-114.253,2530,4694,1,75,440000
6762821477,42585,3,2.5,2370,6082,2,0,0,3,7,2370,0,2004,0,122008,52.7588,-114.036,2690,6152,2,65,435000
6762822001,42585,3,1.75,1430,6818,1,0,0,5,7,1430,0,1972,0,122033,52.9571,-114.386,1480,7210,3,60,424000
6762822231,42585,3,1.5,2500,6000,1.5,0,0,5,7,1730,770,1941,1984,122034,52.7597,-114.544,1340,5000,1,59,417000
6762822300,42585,2,1,1460,4200,1,0,0,4,6,880,580,1914,0,122007,52.9074,-114.551,1540,4200,2,52,415000
6762822832,42585,2,1,1270,7440,1,0,0,4,7,910,360,1949,0,122064,52.7585,-114.562,1040,7500,1,58,400000
6762822833,42585,3,2,1860,12944,1,0,0,3,9,1860,0,2002,0,122046,52.6598,-114.292,2500,29279,3,53,400000
6762823266,42585,3,1.75,1850,15170,1,0,0,3,7,1850,0,1965,0,122025,52.7291,-113.964,1160,14175,1,53,390000
6762823454,42585,3,1,1060,8040,1,0,0,4,6,1060,0,1949,0,122022,52.9421,-114.477,1300,7620,2,68,385100
6762823485,42585,3,2.25,1650,7800,1,0,0,3,7,1260,390,1969,0,122017,52.9677,-114.387,1760,8268,2,76,385000
6762823486,42585,3,1.75,1220,1450,1,0,0,3,6,620,600,1905,0,122003,52.8661,-114.558,1660,2960,1,78,385000
6762823545,42585,3,2.5,1600,2610,2,0,0,3,8,1600,0,2005,0,122012,52.7644,-114.258,1445,1288,1,64,384500
6762823861,42585,6,2,1900,8057,1,0,0,4,7,1170,730,1959,0,122038,52.992,-114.525,2090,8626,3,56,375000
6762823862,42585,3,1,980,7296,1,0,0,3,7,980,0,1967,0,122033,52.9592,-114.421,1280,7296,3,70,375000
6762824212,42585,4,1.5,1280,7400,1,0,0,3,7,1280,0,1958,0,122029,52.8323,-114.313,1310,7400,3,64,367400
6762824366,42585,3,1,960,5424,1.5,0,0,3,6,960,0,1916,0,122006,52.9297,-114.51,1550,5687,1,79,362500
6762824431,42585,3,1.75,1560,7930,2,0,0,4,7,1560,0,1980,0,122015,52.7079,-114.351,1720,8073,2,75,360000
6762825418,42585,3,2.5,2060,4200,2,0,0,3,8,2060,0,2014,0,122024,52.6006,-114.208,2370,4200,1,69,339989
6762825582,42585,3,1.75,2010,9417,1,0,0,4,8,1500,510,1967,0,122065,52.603,-114.375,1200,8250,3,62,335000
6762825775,42585,3,1,1030,7620,1,0,0,3,7,1030,0,1953,0,122064,52.7581,-114.565,1030,7560,2,55,330000
6762825776,42585,3,1.75,1460,9261,1,0,0,3,7,1460,0,1985,0,122053,52.7455,-114.379,1550,8800,1,68,330000
6762825933,42585,4,2.5,1850,5388,2,0,0,3,8,1850,0,2009,0,122024,52.5794,-114.231,2140,5086,1,69,328000
6762826024,42585,2,1,1060,5703,1,0,2,4,6,1060,0,1946,0,122043,52.5744,-114.517,2240,4416,3,54,325000
6762826025,42585,3,1.75,1780,11096,1,0,0,3,7,1210,570,1979,0,122019,52.847,-114.241,1780,10640,3,78,325000
6762826026,42585,4,3.25,2800,12040,2,0,0,3,7,2800,0,2011,0,122068,52.4237,-114.167,2380,5291,3,61,325000
6762826162,42585,3,2.5,2060,4742,2,0,0,3,8,2060,0,2014,0,122024,52.6006,-114.207,2370,4725,1,56,324747
6762826487,42585,3,1.75,1970,8200,1,0,0,3,7,1270,700,1964,0,122056,52.7031,-114.517,1890,8348,1,59,315000
6762826830,42585,3,2.5,1820,4200,2,0,0,3,8,1820,0,2014,0,122024,52.5993,-114.207,2370,4200,2,52,307635
6762827543,42585,3,1.75,1710,10950,1,0,0,3,7,1060,650,1967,0,122025,52.6978,-113.935,1180,10950,2,63,290000
6762827746,42585,3,1,1040,8199,1,0,0,3,7,1040,0,1953,0,122014,52.9648,-114.492,1420,8200,3,50,285650
6762828278,42585,3,1.75,1840,16679,1,0,0,3,8,1840,0,1989,0,122039,52.5507,-114.465,1910,15571,2,54,274950
6762828494,42585,2,1,800,1200,2,0,0,3,7,800,0,1999,0,122028,52.9269,-114.537,806,1200,3,67,269500
6762828629,42585,3,1.75,2050,10519,1,0,0,3,7,1240,810,1979,0,122046,52.6557,-114.336,1770,9605,2,63,265000
6762828788,42585,2,1,810,4560,1,0,0,3,7,810,0,1928,0,122064,52.7725,-114.566,1490,4560,2,77,260600
6762828816,42585,2,1,570,81893,1,0,1,3,6,570,0,1936,0,122069,52.6733,-114.634,2040,115434,3,75,260000
6762829024,42585,3,1,1710,12000,1,0,0,4,7,1710,0,1972,0,122039,52.4916,-114.471,1310,9600,1,61,255000
6762830048,42585,1,1,1180,22000,1,0,2,3,6,1180,0,1948,0,122043,52.6307,-114.513,1890,11761,3,72,229500
6762830104,42585,3,1.5,1300,5000,1,0,0,4,7,900,400,1976,0,122018,52.5325,-114.56,1430,7500,1,55,226500
6762830557,42585,3,1,1020,6000,1,0,0,3,5,1020,0,1900,0,122012,52.7581,-114.221,2070,7200,2,58,210000
6762830796,42585,2,1,830,8000,1,0,0,3,6,830,0,1954,0,122043,52.6515,-114.508,1300,8000,3,57,200000
6762831548,42585,2,1,940,8384,1,0,0,3,5,940,0,1947,0,122052,52.7365,-114.554,1290,8384,2,76,121800
6762810157,42586,4,2.5,3280,7100,2,0,4,3,10,2180,1100,1911,1987,122003,52.8585,-114.552,3240,6674,3,59,2300000
6762810587,42586,4,3.25,3100,3900,2,0,2,5,9,2090,1010,1923,0,122061,52.8685,-114.538,2110,3900,1,57,1450000
6762810645,42586,5,3,3850,14990,1,0,0,4,9,2290,1560,1964,0,122048,52.8725,-114.408,3010,15001,1,70,1400000
6762810720,42586,4,3.75,4100,61419,2,0,0,3,9,4100,0,2014,0,122011,52.7926,-114.195,2010,32362,1,77,1350000
6762810807,42586,5,4,3870,5929,2,0,0,3,10,3870,0,2014,0,122005,52.9265,-114.324,3600,5625,1,80,1300000
6762810970,42586,4,2.25,3200,15367,2,0,0,4,9,3200,0,1962,0,122057,52.7794,-114.406,3070,15263,2,64,1220000
6762811487,42586,6,2.75,3600,9675,1,0,2,4,9,1940,1660,1977,0,122057,52.8026,-114.403,2990,9675,1,68,1000000
6762811488,42586,4,1.75,1780,11436,1,0,0,5,9,1780,0,1967,0,122048,52.8573,-114.384,2100,12052,1,65,1000000
6762811535,42586,5,4.5,4280,8465,2,0,0,3,10,4280,0,2014,0,122033,52.9625,-114.355,2990,11067,2,72,995500
6762811671,42586,4,2,2450,5000,2,0,4,5,8,2200,250,1919,0,122009,52.7919,-114.595,2360,6090,1,54,969000
